id,title,score_badge,score_text,score_subtext,thumbnail,site,full_address,full_description,room
83,遠雄悅來大飯店,8.5,非常好,"1,793 則評語",https://cf.bstatic.com/xdata/images/hotel/square600/186879507.jpg?k=285955a8b03f905508e7bff3bca7ad3cb5960ca02b9602065c77b22860e346e3,https://www.booking.com/hotel/tw/farglory-hotel.zh-tw.html,花蓮縣鹽寮村山嶺18號,"預訂遠雄悅來大飯店可享 Genius 折扣！只要登入，預訂此住宿即可省一筆。
花蓮遠雄悅來大飯店擁有吸引人的室外游泳池（季節性開放）。奢華客房內均設有空調，並可於陽台欣賞山景或海景。距離花​​蓮市 15 分鐘車程，有 3 種餐飲選擇。
此飯店距離花蓮火車站 15 分鐘車程；距離花​​蓮機場 30 分鐘車程；距離太魯閣國家公園和七星潭皆為 50 分鐘車程。
客房內以壁紙裝飾外，另舖有地毯，每間客房均配有平面有線電視、迷你吧、免費瓶裝水、咖啡和茶包。獨立衛浴內附浴缸、淋浴設施和吹風機。
住客可使用室內游泳池、健身房和 Spa 中心。另設有蒸汽浴室和三溫暖。
唐苑中餐廳專門供應中式料理；英倫庭苑西餐廳供應西式自助餐；秋草日本料理廳則供應日式佳餚。",山景高級雙床間、海景豪華雙人房、山景四人房、家庭房、高級雙人房、豪華雙床房
84,童話汽車旅館都會館,7.9,好,120 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/248982257.jpg?k=2a0ea492ddb27c3c8a127eecef2141241bfccbb3c6feae521f111c94659aa2f4,https://www.booking.com/hotel/tw/fairy-tale-motel.zh-tw.html,花蓮縣花蓮市Hualien City仁愛街58號,"預訂童話汽車旅館都會館可享 Genius 折扣！只要登入，預訂此住宿即可省一筆。
童話汽車旅館都會館位於花蓮，館內提供現代化的空調客房和覆蓋各處的免費WiFi。每間客房均設有 SPA 浴缸和平面電視。旅館距離彩虹夜市約 5 分鐘車程。
所有客房均設有休息區、冰箱和電熱水壺。
浴室提供免費盥洗用品。客房擁有現代風格，部分客房則設有窗戶或獨立陽台。
旅館距離七星潭約 20 分鐘車程，距離花蓮火車站約 15 分鐘車程。",標準四人間（入住時間為15:00）、豪華四人間（入住時間為15:00）、雙人房－附私人停車位（18:00 後入住）、四人房－附私人停車位（18:00 後入住）
85,大新精緻商旅,7,好,238 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/164876203.jpg?k=50a5941c387dda9d2329e5f789413a2c5aad4896809b1add6ea8589ccfde9d4d,https://www.booking.com/hotel/tw/dah-sing-hotel.zh-tw.html,花蓮縣花蓮市Hualien City中山路101號,"大新精緻商旅距離彩虹夜市僅 10 分鐘步行路程。館內提供附免費 WiFi 的住宿空間。館內設有商務設施及觀光旅遊櫃檯，可協助客人安排遊覽觀光景點。
飯店距離遠雄海洋公園有 20 分鐘車程，距離太魯閣國家公園有 50 分鐘車程，從飯店搭計程車至花​​蓮火車站有 10 分鐘車程，距離花​​蓮機場約 20 分鐘車程。
所有客房均配有平面有線電視、辦公桌及電話。附設的私人衛浴內配有淋浴設備，並備有吹風機及免費盥洗用品。
館內設有 24 小時服務的接待櫃台，工作人員可隨時提供親切的服務與協助。飯店亦提供自行車出租服務，並設有免費停車場。
館內餐廳每日供應自助式早餐。",雙人房、四人房、小雙人間- 無窗
86,BlueOcean BnB 微藍海岸民宿,8.8,很棒,"1,050 則評語",https://cf.bstatic.com/xdata/images/hotel/square600/322097781.jpg?k=326d53d2f8cdba7d828d289cc5f88a2a14ff68827eb51755b3472461a1914471,https://www.booking.com/hotel/tw/di-fen-ni-hai-an.zh-tw.html,"花蓮縣花蓮市Hualien CityNo. 55-2, Haibin Street","微藍海岸旅宿距離東大門夜市步行僅 3 分鐘，提供各種主題客房，住客並享有免費自行車租賃服務。全館提供免費 WiFi，且周邊設有公共停車位。
微藍海岸旅宿（夜市電梯民宿）距離花蓮文化創意產業園區 1.5 公里，距離花蓮車站 3 公里。住宿距離著名的七星潭海灘 8 公里。
每間客房均享有市景或海景，配備空調、電熱水壺和有線電視。部分客房提供冰箱和沙發。私人衛浴設有淋浴設施，並備有免費盥洗用品和吹風機。
為讓住客有更便利的住宿體驗，住宿提供每日家事服務、收費洗衣服務、租車服務和免費行李寄存服務。周邊地區適合騎自行車。飯店還設有 24 小時點心吧（包含飲料）。",舒適四人房、家庭房－附陽台、經濟雙人房、標準雙人房、雙人房－附陽台、三人房
87,藍天麗池飯店,8.8,很棒,"3,352 則評語",https://cf.bstatic.com/xdata/images/hotel/square600/98622129.jpg?k=65e75276e49ca5e700cdc756aa3b59cd37e5a9a3dc5fe9c55f30b2832a418076,https://www.booking.com/hotel/tw/azure.zh-tw.html,花蓮縣花蓮市Hualien City中正路590號,"預訂藍天麗池飯店可享 Genius 折扣！只要登入，預訂此住宿即可省一筆。
藍天麗池飯店距離花蓮機場約 15 分鐘車程，設有寵物飯店和健身中心。住宿可提供免費網路和免費停車位。此飯店設有 2 間餐廳。住客可於房內使用免費 WiFi。
藍天麗池飯店距離花蓮火車站不到 5 分鐘車程，距離太魯閣國家公園約 1 小時車程。
現代化的客房皆配有平面有線電視。房內提供沏茶／咖啡沖泡用具，並備有免費瓶裝水。部分客房可欣賞山景。
住客可以租借自行車或汽車去探索附近的環境，或透過飯店的觀光旅遊櫃台安排其他觀光行程。飯店設有遊戲室。
綠波廊供應西式早午餐。從此住宿步行約 3 分鐘即可抵達附近許多餐飲場所。",豪華家庭房、高級四人房、高級雙人房、高級雙床房－附淋浴、經典雙人房－附浴缸、經典雙床房、標準四人房
88,花蓮浪淘沙看海民宿,8.7,很棒,291 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/237643144.jpg?k=2040dfa7822b6799e5d3c234ce411403850f9bd305bad6e9cfb7ef981f1d2b51,https://www.booking.com/hotel/tw/hua-lian-lang-tao-sha-kan-hai-min-su.zh-tw.html,花蓮縣花蓮市Hualien City海濱街20號,"預訂花蓮浪淘沙看海民宿可享 Genius 折扣！只要登入，預訂此住宿即可省一筆。
花蓮浪淘沙看海民宿位於花蓮，設有餐廳和免費自行車，館內提供免費 WiFi。
民宿設有平面電視，私人衛浴附設浴缸或淋浴設施，亦備有吹風機和免費盥洗用品。部分客房享有海景和山景。
花蓮浪淘沙看海民宿提供免費接駁服務，設有花園、烤肉設施、共用休息室、觀光旅遊櫃檯、行李寄存處和免費停車場。
花蓮浪淘沙看海民宿距離花蓮火車站 7 分鐘車程，亦提供額外付費的機場接駁服務。",街景四人房、海景豪華雙人房－附陽台、山景雙人房、海景四人房、海景豪華雙人房
89,遇見高第,9.5,傑出,95 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/289688630.jpg?k=98626970bf9d4e58c6705bbab534fbafe2ed2c4b7a83cb83dd79c38a83335737,https://www.booking.com/hotel/tw/yu-jian-gao-di.zh-tw.html,花蓮縣花蓮市Hualien City中山路601巷25號,"Meet Gaudi 設有共用休息室、花園以及附戶外休息區和 WiFi（免費）的空調住宿，距離 Beibin Park Beach 2.3 公里。館內提供私人停車位。
所有房型均有座位區、有線頻道平面電視，，私人衛浴有沖洗座和淋浴設施，且附拖鞋。
Meet Gaudi 有露台。
這間住宿附近的人氣景點包括花蓮天惠堂、慈濟靜思堂和美崙山生態公園。最近的機場是花蓮機場，距離 Meet Gaudi 4 公里。",豪華雙人或雙床間帶浴缸、雙人／雙床房－附陽台、豪華加大雙人床房－附 2 張加大雙人床、園景高級雙人或雙床房
90,輕停文旅 - 小洋房,7.3,好,245 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/252747196.jpg?k=41198e13bc008fc326ec5b1bc5153e19018f5dae70ea760d50c20936a15f9b33,https://www.booking.com/hotel/tw/qing-ting-wen-lu-xiao-yang-fang.zh-tw.html,花蓮縣花蓮市Hualien City國興二街92號,"預訂輕停文旅 - 小洋房可享 Genius 折扣！只要登入，預訂此住宿即可省一筆。
Light Stay 位在花蓮市，提供 WiFi（免費）。住客可以使用酒吧、共用休息室和花園。
Light Stay 有陽光露台。
這間住宿提供租車服務。
Light Stay 附近的人氣景點包括松園別館、花蓮天惠堂和美崙山生態公園。最近的機場是花蓮機場，距離 Light Stay 4 公里。",豪華雙人房、四人房－附私人衛浴、四人房－附私人衛浴、10 床混合宿舍房的 1 個床位、家庭房、四人房－附共用衛浴
91,豆府民宿,8.7,很棒,128 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/91556499.jpg?k=bb99bd097df7ca474496959bebfa2fa4cfeccec2aa8c30169b187c4841e6a25b,https://www.booking.com/hotel/tw/dou-fu-min-su.zh-tw.html,花蓮縣花蓮市Hualien City和平路416號,"Dove B&B 位於花蓮市，靠近 Beibin Park Beach 、花蓮文化創意產業園區和花蓮城隍廟，提供 WiFi（免費）。住客可以使用共用休息室。
每個房型都設有私人衛浴和淋浴設施、空調、平面電視以及冰箱。
Dove B&B 提供租車服務。
這間住宿附近的人氣景點包括東線鐵道遺址、花蓮鐵道文化園區和南濱公園（Nanbin Park）。最近的機場是花蓮機場，距離 Dove B&B 6 公里。",雙床房－附私人衛浴、四人房－附私人衛浴、雙人房－附私人衛浴、雙人房－附私人衛浴
92,花蓮洄瀾窩青年旅舍,8.8,很棒,"2,411 則評語",https://cf.bstatic.com/xdata/images/hotel/square600/187401133.jpg?k=ea4bac40b3bbf6ff2aea9eb639ee5c4f41cdacfc4e064356e7b0bc636af8665b,https://www.booking.com/hotel/tw/hui-lan-wo-qing-nian-lu-she.zh-tw.html,花蓮縣花蓮市Hualien City國聯一路83號,"預訂花蓮洄瀾窩青年旅舍可享 Genius 折扣！只要登入，預訂此住宿即可省一筆。
花蓮洄瀾窩青年旅舍位於花蓮市，採用以簡單元素打造的工業風裝潢，設有免費 WiFi 和陽光露台，距離花蓮火車站步行 2 分鐘。
花蓮洄瀾窩青年旅舍距離七星潭海灘車程 20 分鐘，距離鯉魚潭車程 30 分鐘，距離太魯閣國家公園車程 40 分鐘，距離花蓮機場車程僅 10 分鐘。
此青年旅館設有私人客房、混合宿舍房和女性宿舍房。住宿空間均配有平面電視，並附設衛浴。私人客房備有拖鞋和盥洗用品。
接待櫃台人員可協助住客預訂各項活動，例如浮潛、泛舟、潛水和騎自行車。青年旅館也可推薦周邊地區的自行車租賃和租車。
此住宿距離東大門夜市車程 10 分鐘，該處提供了各式各樣的在地用餐選項。",女性宿舍房的單人床、混合宿舍房的單人床、雙床房－附私人衛浴、雙人房－附私人衛浴、豪華雙人房－附浴缸、豪華四人房－附浴缸、女性宿舍房的雙人床、混合宿舍房的雙人床、上下舖房－附私人衛浴、宿舍房－4 人、8人宿舍间
93,峇里情人渡假別墅,8.6,很棒,302 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/255387880.jpg?k=969f6fbe160ebaae48533b8f18207b6f19f27d7415d39b222263ec178b3c98ed,https://www.booking.com/hotel/tw/hualien-bali-lover.zh-tw.html,花蓮縣吉安福興村福興七街459號,"預訂峇里情人渡假別墅 可享 Genius 折扣！只要登入，預訂此住宿即可省一筆。
峇里情人渡假別墅位於吉安鄉區，距離鯉魚潭僅有 10 分鐘車程。別墅擁有浪漫的法式客房和峇里島風情的別墅。全館提供免費 WiFi。
峇里情人渡假別墅距離海洋公園或七星潭風景區有 20 分鐘車程，距離花​​蓮火車站有 15 分鐘車程，距離花​​蓮機場約 20 分鐘車程。
所有客房都配有四柱床、陽台、平面有線電視、辦公桌和休息區，另設有附淋浴設施的私人衛浴。部分客房設有戶外區域和私人庭院。
客人可以在 SPA 中心放鬆身心，或在館內的花園漫步，舒緩整日旅遊的疲憊。館內提供免費停車場。
館內餐廳供應簡單的當地菜餚。若要盡興地享受美食經驗，客人僅需步行到附近的餐飲場所即可品嚐多樣美食，包括麵條、果汁酒吧和傳統的台灣食品。",山景雙人房－附陽台、山景豪華雙人房－附浴缸、山景四人房、山景別墅－附浴缸、樓中樓四人房－附陽台
94,花蓮富野渡假酒店,7.7,好,713 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/23774044.jpg?k=9ca9da51644af50f0d22de031f08aa47dac31ba2f6827849690fcb496d4f3e88,https://www.booking.com/hotel/tw/hoya-resort-hotel-hualien.zh-tw.html,花蓮縣花蓮市Hualien City中華路302號,"預訂花蓮富野渡假酒店可享 Genius 折扣！只要登入，預訂此住宿即可省一筆。
Hoya Resort Hotel 位於花蓮市，提供免費 WiFi 、自行車租賃服務和每日自助式早餐。距離南濱夜市和松園別館均為 7 分鐘車程。館內設有免費私人停車場。
飯店距離花蓮火車站 15 分鐘車程；距離花蓮機場 18 分鐘車程；距離七星潭風景區和海灘皆為 25 分鐘車程；距離太魯閣國家公園 40 分鐘車程。
客房均設有空調、平面有線電視、電熱水壺、冰箱和免費瓶裝水。獨立衛浴內附淋浴設施和盥洗用品。
觀光旅遊櫃檯可為您安排旅遊行程。接待櫃檯為 24 小時開放，提供行李寄存和會議／宴會設施。
餐廳全日供應簡餐及中西式自助晚餐。",標準雙人房、標準雙床房、豪華雙床房、家庭房
95,麗格休閒飯店,7.8,好,"1,328 則評語",https://cf.bstatic.com/xdata/images/hotel/square600/253190306.jpg?k=fc965514771b40e0d8d205c5053deabe0a26a58907e1fea02e6f82dd3748f260,https://www.booking.com/hotel/tw/liga.zh-tw.html,花蓮縣花蓮市Hualien City商校街258號,"預訂麗格休閒飯店可享 Genius 折扣！只要登入，預訂此住宿即可省一筆。
麗格休閒飯店距離花蓮火車站步行 10 分鐘，提供 24 小時櫃台和免費行李寄存服務。館內設有免費 WiFi、免費停車場和舒適客房。
飯店距離七星潭海灘 20 分鐘車程，距離花蓮遠雄海洋公園 30 分鐘車程，距離太魯閣國家公園 35 分鐘車程。如有需求，飯店可提供前往花蓮火車站和花蓮機場的免費接駁服務。
每間客房均享有市景，並設有空調、有線電視、電熱水壺和冰箱。私人衛浴內配有淋浴設施和免費盥洗用品。
飯店設有多功能會議室，可舉辦會議或滿足臨時商務需求。電腦區提供傳真／影印服務、報紙和免費茶水。客人也可在地下 1 樓的公共休息區使用卡拉 OK 設施和放鬆身心。
飯店有提供素食早餐和穆斯林友善餐點。",標準單人房、標準雙床房、標準三人房、標準家庭房、三臥室套房、主題家庭間、標準雙人房、加大雙人床房－附 2 張加大雙人床、經濟雙人房、經濟雙床房、經濟四人房
96,海蜻蜓海景民宿,9.5,傑出,246 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/152670985.jpg?k=7487efb70c66403f6ed1dd7aab95b407b10ce1c3ad6b020290040fd52128253e,https://www.booking.com/hotel/tw/hai-qing-ting-min-su.zh-tw.html,花蓮縣鹽寮村鹽寮村福德47號,"海蜻蜓海景民宿的客房設有陽台，可觀賞壯麗海景。 館內設有露台和共用休息室。飯店設有免費停車場並提供免費 WiFi。
距離遠雄海洋公園 3 分鐘車程。距離東大門夜市 15 分鐘車程。距離花​​蓮火車站 20 分鐘車程，距離花蓮機場 30 分鐘車程。
民宿設有空調和冰箱。私人衛浴配有免費盥洗用品、吹風機和免治馬桶。
附設餐廳每日供應早餐，備有美式和亞洲美食可供選擇。",海景豪華雙人房－附陽台、海景四人房、家庭房－附陽台、家庭房－附露台、海景家庭房、四人房
97,客亭商旅,8,非常好,762 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/286785643.jpg?k=178de9adea9f74877db6724dc2e8496890604a00b7852cbe2d767daa10d695de,https://www.booking.com/hotel/tw/ke-ting-shang-lu-yuemei.zh-tw.html,花蓮縣玉里鎮樂園街7號,"預訂客亭商旅可享 Genius 折扣！只要登入，預訂此住宿即可省一筆。
KET Hotel 位於玉里鎮，設有花園、露台以及 WiFi（免費）。這間家庭旅館提供免費私人停車位，也有租車服務給想探索附近地區的旅客。
KET Hotel 的每間客房都有書桌、平面電視、私人衛浴、寢具和毛巾。所有客房皆有冰箱。
這間住宿的住客可以享用自助式或美式早餐。
KET Hotel 的住客可以在玉里鎮及附近地區進行各種活動，如騎自行車。
24 小時櫃檯服務服務人員會講英語和中文，可隨時為住客提供協助。
最近的機場是台東機場，距離 KET Hotel 68 公里。",雙人房－附私人衛浴、三人房－附衛浴、四人房－附衛浴、山景家庭房、雙床房－附私人衛浴
98,漫慢設計民宿,9,好極了,89 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/217722259.jpg?k=f648e5cb25133943a5fedd7d409084143779bdfda04eabc72318e6bfed0f0d03,https://www.booking.com/hotel/tw/hua-lian-man-man-she-ji-min-su.zh-tw.html,花蓮縣吉安花蓮縣吉安鄉和平路一段18巷16號,"漫慢設計民宿位於花蓮市，設有陽光露台，可欣賞山景，全館提供免費 WiFi。館內備有免費自行車供客人遊覽周邊地區。
這間民宿距離花蓮火車站 10 分鐘車程，距離松園別館 15 分鐘車程，亦提供租車服務。
客房設有空調、平面衛星電視和電熱水壺。部分客房設有休息區，方便客人放鬆休憩。私人衛浴內附設免治馬桶、淋浴設施或浴缸，亦備有免費盥洗用品和吹風機。
漫慢設計民宿設有 24 小時接待櫃檯，提供行李寄存服務。觀光旅遊櫃檯的工作人員可協助安排旅遊行程。館內設有共用休息室和私人花園。",豪華雙人房－附陽台、豪華雙人房－附陽台、家庭房－附陽台、山景特大雙人床房、豪華雙人房－附陽台
99,花語風情民宿,8.3,非常好,142 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/123866624.jpg?k=f4248962d9719d94ce9eea9b5e55acbb064aec4980cf57ec6b5ef002844fcef4,https://www.booking.com/hotel/tw/flower-say.zh-tw.html,花蓮縣吉安建昌路203號,"FlowerSay Homestay 位於吉安，提供 WiFi（免費）、空調、免費自行車租借服務和共用休息室，距離花蓮慈惠堂 1.9 公里，距離吉安慶修院 4.2 公里。
FlowerSay Homestay 設有附淋浴設施的私人衛浴，並提供平面電視、拖鞋和吹風機。住宿還提供冰箱、迷你吧和電熱水壺。
這間住宿提供商務中心、洗衣服務和免費私人停車位。
FlowerSay Homestay 距離知卡宣森林公園 5 公里，距離花蓮阿美文化村 7 公里。最近的機場是花蓮機場，距離 FlowerSay Homestay 5 公里。",標準雙床房、標準四人房、標準三人房、標準雙人房
100,指南針Inn,9.2,好極了,429 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/116978123.jpg?k=c9b7083c4f9d1fe4865d06ba486abc9499dea252366155224de2d92c6990a0dc,https://www.booking.com/hotel/tw/compass-inn.zh-tw.html,花蓮縣花蓮市Hualien City建林街35號,"預訂指南針Inn 可享 Genius 折扣！只要登入，預訂此住宿即可省一筆。
Compass Inn 位於花蓮市，靠近 Beibin Park Beach 、花蓮文化創意產業園區和花蓮城隍廟，提供 WiFi（免費）。住客可以使用共用休息室和花園。
所有房型都有陽台、空調、平面電視，以及私人衛浴，並提供淋浴設施和拖鞋。為了讓您更加方便，住宿可提供額外收費的毛巾和寢具。
Compass Inn 的住客可在附近騎自行車，或使用陽光露台。
這間住宿附近的人氣景點包括東線鐵道遺址、花蓮鐵道文化園區和花蓮天惠堂。最近的機場是花蓮機場，距離 Compass Inn 5 公里。",加大雙人床房－附 2 張加大雙人床、加大雙人床房、舒適四人房、宿舍房的單人床、雙人房－附陽台
101,漫慢文旅,8.2,非常好,191 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/93525728.jpg?k=f404a40e2ccdb4594e6a4adde6c49ad17215fcaac371a95357cff92e3cd556f8,https://www.booking.com/hotel/tw/man-man-bnb.zh-tw.html,花蓮縣花蓮市Hualien City府前路308-3號,"漫慢文旅位於花蓮市，提供免費 WiFi，距離松園別館 1.6 公里。
每間客房均設有私人衛浴、空調、平面電視和冰箱。
客人可於民宿的花園放鬆身心。
民宿距離花​​蓮縣石雕博物館 900 公尺，距離花蓮港 1.4 公里。",經濟雙人房、豪華雙人房、山景雙人房、山景四人房
102,七星潭星海民宿,9.1,好極了,347 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/23771818.jpg?k=f319c29a06437633be2cd5bab83e884c0a996c90592915d2b02d726d00f8f1fc,https://www.booking.com/hotel/tw/qixingtan-xinghai-homestay.zh-tw.html,花蓮縣大漢村七星街79巷12號,"預訂七星潭星海民宿可享 Genius 折扣！只要登入，預訂此住宿即可省一筆。
七星潭星海民宿提供全館免費 WiFi 及舒適且現代化的住宿空間。民宿距離七星潭海灘僅 10 分鐘步行路程。館內設有免費停車位。
客房均裝有空調，房內舖有瓷磚／木地板，並配有平面電視、冰箱及免費沏茶／咖啡設施。附設的私人衛浴內配有獨立淋浴間，並備有吹風機及免費盥洗用品。
館內工作人員提供親切的服務，可協助安排票券服務、觀光及旅遊行程。民宿提供洗衣服務，且每日供應早餐。
民宿距離花蓮機場僅 10 分鐘車程，距離北埔火車站有 15 分鐘車程，距離花​​蓮火車站及花蓮客運站均不到 18 分鐘的車程。",家庭房（8 名成人）、標準雙人房、貴賓雙人房、四人房
103,太魯閣山月村,8.8,很棒,599 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/186154763.jpg?k=879667d0138f227f2a296aeabec88ea0484d2342bf5acee5597e56edade13db4,https://www.booking.com/hotel/tw/li-de-bu-luo-wan-shan-yue-cun.zh-tw.html,花蓮縣富世村富世村231-1號,"太魯閣山月村位於太魯閣國家公園內，四周綠意盎然。飯店各處均提供免費無線網路，且設有免費私人停車場。
太魯閣山月村距離燕子口步道入口約為 0.7 公里，距離長春祠則為 10 公里。
所有空調客房均附有陽台，提供房客放鬆身心欣賞山景的個人空間。個人衞浴皆含步入式淋浴間。為提供舒適的住宿體驗，房內提供毛巾、免費盥洗用品和吹風機。
本飯店設有會議室，並提供火車站和花蓮機場的收費接送巴士服務。本飯店亦提供旅遊資訊、活動行程安排和汽車租賃服務。房客也可利用飯店草坪散步遊憩，共用貴賓室也提供桌上遊戲，亦有晚間娛樂活動。
飯店餐廳供應當地食材料理之正統原住民餐點。",山景雙人房、山景家庭房、山景家庭房
104,依楓民宿,8.4,非常好,106 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/143635760.jpg?k=2b9ac247a9fadec8ab1ef0d32a0f5a862723fbf77c942fc15c05f29fd7e903eb,https://www.booking.com/hotel/tw/yi-feng-min-su.zh-tw.html,花蓮縣吉安吉安路三段162號,"預訂依楓民宿可享 Genius 折扣！只要登入，預訂此住宿即可省一筆。
E-Phone Homestay 位在吉安，距離吉安慶修院 1.1 公里，距離蓮城蓮花園 2.2 公里，提供 WiFi（免費）和空調。住宿設有附陽光露台的花園，開放住客使用。
每個房型都有洗衣機、有線頻道平面電視、沙發和書桌。每個房型都提供附淋浴設施、拖鞋、吹風機和免費盥洗用品的私人衛浴。
住客可以在附近騎自行車。
E-Phone Homestay 距離花蓮慈惠堂 4.1 公里，距離知卡宣森林公園 6 公里。最近的機場是花蓮機場，距離這間住宿 9 公里。",雙人或雙床房－附外部私人衛浴、豪華雙人房－附浴缸、舒適四人房、豪華家庭房
105,有窩客棧民宿,8.9,很棒,"1,651 則評語",https://cf.bstatic.com/xdata/images/hotel/square600/81739691.jpg?k=fcba615201ce016d543721592b7fb18e48f7b31d51b340fe6be8cdfd4350b922,https://www.booking.com/hotel/tw/you-wo-ke-zhan-min-su.zh-tw.html,花蓮縣花蓮市Hualien City國興三街82號,"預訂有窩客棧民宿可享 Genius 折扣！只要登入，預訂此住宿即可省一筆。
飯店運用大量金屬製品及木製家具營造出極具工業風的視覺美感。距離花蓮火車站有 600 公尺，飯店提供舒適的住宿環境，客人亦可在館內各處享有免費 WiFi。飯店內有許多令人驚豔的原創設計品。
You Worth Inn 距離松園別館或東大門夜市均僅 10 分鐘的車程，距離太魯閣國家公園則有 35 分鐘車程。
極具設計感的客房均裝有空調，並享有城市景觀，另外還配有冰箱和平面電視。附設的私人浴室內配有淋浴設備，並備有免費盥洗用品和吹風機。部分房型設有浴缸。
館內設有共用休息室供客人在此放鬆身心。",經濟雙人房、標準雙人房、單人房、樓中樓套房、高級雙人房、樓中樓家庭套房、高級雙人房－附浴缸
106,星空海藍大飯店,8.1,非常好,750 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/56982010.jpg?k=b1484e6b40d6a7a5a8ab3d39902f7403c0582de167580eca74a86c8be3b23f48,https://www.booking.com/hotel/tw/xing-kong-hai-lan-da-fan-dian.zh-tw.html,花蓮縣花蓮市Hualien City重慶路267號,"預訂星空海藍大飯店可享 Genius 折扣！只要登入，預訂此住宿即可省一筆。
Shiny Ocean Hotel 位置超讚，位於花蓮市的 Hualien City，距離 Beibin Park Beach 700 公尺，距離松園別館 2.7 公里，距離花蓮城隍廟 400 公尺。這間住宿提供的設施與服務包括餐廳、24 小時接待櫃檯、客房服務以及全館 WiFi（免費）。這間飯店提供免費私人停車位，也有租車服務給想探索附近地區的旅客。
Shiny Ocean Hotel 的每間客房都有書桌、電視、私人衛浴、寢具和毛巾。這間住宿的所有客房均有空調和保險箱。
Shiny Ocean Hotel 每個早上提供自助式和亞洲風味早餐兩種選擇。
Shiny Ocean Hotel 附近的人氣景點包括南濱公園（Nanbin Park）、花蓮鐵道文化園區和東線鐵道遺址。最近的機場是花蓮機場，距離這間住宿 6 公里。",海景四人房、豪華客房、雙人房、三人房、豪華三人房、四人房
107,花蓮太魯閣星晟棧渡假飯店,7.4,好,301 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/300827840.jpg?k=28be38de2370720d4caf203f58958188b32ef4084a906fcb711a505ac52f33ac,https://www.booking.com/hotel/tw/xing-cheng-zhan-du-jia-fan-dian-xincheng18.zh-tw.html,花蓮縣新城鄉新興七街16號,"預訂花蓮太魯閣星晟棧渡假飯店可享 Genius 折扣！只要登入，預訂此住宿即可省一筆。
Starry Inns 位於新城鄉，距離 Chongde Beach 不到 2.8 公里，有快速辦理入住／退房服務、抗過敏客房、餐廳、全館WiFi（免費）以及共用休息室。所有客房均設有衛星頻道平面電視和私人衛浴。住客可以在小吃吧享用飲品。
Starry Inns 的所有客房均備有電熱水壺。客房皆有冰箱。
這間住宿的住客可以享用自助式或亞洲風味早餐。
Starry Inns 有露台。該地區的熱門活動為健行和騎自行車。 Starry Inns 提供租車服務。
這間住宿距離長春祠 7 公里，距離清水斷崖 14 公里。最近的機場是花蓮機場，距離 Starry Inns 12 公里。住宿提供付費機場接駁服務。",標準雙人房－無窗、雙人或雙床間- 帶浴缸、雙人／雙床房－附陽台、雙人或雙床房 - 附陽台和浴缸、豪華四人房、四人房、家庭房－附陽台、三人房－附陽台
108,吉美民宿,8.9,很棒,56 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/281210778.jpg?k=b022033f5912488d5ea1070e25fec58736a5cf90513820e2a0adccec9eddf40b,https://www.booking.com/hotel/tw/jimei-homestay.zh-tw.html,花蓮縣吉安民治路436號,"吉美民宿位於吉安，裝潢用心且環境舒適，可俯瞰群山和農場風光。住宿距離自強夜市僅 10 分鐘車程，提供免費 WiFi 和免費有線網路，並有免費停車場。
所有客房都經過精心設計，舖有拋光木地板，並設有大窗戶、平面電視和冰箱。
吉美民宿距離花蓮火車站 10 分鐘車程，距離花蓮機場 20 分鐘車程，距離南濱公園 3 公里距離太魯閣國家公園 30 分鐘車程，距離花蓮市僅 10 分鐘車程。
客人可在觀光旅遊櫃台安排一日遊或導覽行程。每日於用餐區提供早餐。",標準雙人房、標準四人房、山丘景豪華雙人間、豪華四人房、家庭房（6 位成人）、四人房－附陽台、雙人房－附陽台、山景雙人房
